,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxAvgDist,idxBoth,idxFlexibility,idxTrio
0.12-24-0,0.12,24,0,48,140,81,1,0.225321888412017,19.2734929078014,FALSE,0.12-24-0,0.2143,0.6902,0.9045,0.203823794979704,-0.19153088464107,0.328896859326003,0.00849333486025399,0.0299305078296156,0.0269,0.0150266655378143,0.000529118752793779,168,336,504,105,609
0.05-48-0.75,0.05,48,0.75,77,267,161,1,0.182857142857143,17.4212235133288,FALSE,0.05-48-0.75,0.1941,0.71,0.9041,0.232856703213666,-0.192693672495519,0.358413361522704,0.0078623711571774,0.0225798250103074,0.1118,0.0285977388220833,0.000368029714239091,170,250,420,215,635
0.1-28-0.75,0.1,28,0.75,50,157,85,1,0.244422890397672,15.989387755102,FALSE,0.1-28-0.75,0.2441,0.6598,0.9039,0.165784717525757,-0.186382588358259,0.284690068663662,0.00772701241853767,0.0249625857224476,0.0384,0.0195625049071276,0.000411611379878998,171,213,384,167,551
0.14-40-0.7,0.14,40,0.7,74,273,160,1,0.176617954070981,16.0979266938171,FALSE,0.14-40-0.7,0.2066,0.6972,0.9038,0.214706430755474,-0.192208978952961,0.33926790482951,0.0072316892647872,0.0201947839348343,0.0872,0.0572970059694907,0.000284499001936455,172,108,280,291,571
0.12-36-0.7,0.12,36,0.7,63,205,117,1,0.193188854489164,17.7378392217102,FALSE,0.12-36-0.7,0.2068,0.6968,0.9036,0.214466774686386,-0.192194950890237,0.338673373638133,0.00789928588243581,0.0242991651949661,0.0676,0.0285977388220833,0.000316202811251682,174,260,434,185,619
0.07-44-0.8,0.07,44,0.8,60,226,133,1,0.218280216476248,8.695197740113,FALSE,0.07-44-0.8,0.1968,0.7068,0.9036,0.228938133948918,-0.192655417473582,0.35360519948401,0.00827784839395921,0.018228760370547,0.1,0.0276536229926187,0.000316202811251682,173,313,486,350,836
0.14-40-0.75,0.14,40,0.75,70,261,151,1,0.18531781557744,13.3540372670807,FALSE,0.14-40-0.75,0.2034,0.6998,0.9032,0.219402267085466,-0.19240696843203,0.34313794550479,0.00720740516509967,0.0205409679256698,0.0872,0.0572970059694907,0.000284499001936455,175,103,278,277,555
0.09-44-0.8,0.09,44,0.8,60,250,145,1,0.219289340101523,9.42966101694915,FALSE,0.09-44-0.8,0.2036,0.6993,0.9029,0.219181473382372,-0.192396060861914,0.342392955589141,0.00796085971549819,0.0194058485240641,0.1,0.0572970059694907,0.000284499001936455,176,273,449,317,766
0.09-52-0.7,0.09,52,0.7,93,384,234,1,0.180237154150198,18.2059373539037,FALSE,0.09-52-0.7,0.153,0.7499,0.9029,0.30044486521719,-0.188295599477691,0.419555886039736,0.00761850479547018,0.0145625806459775,0.1257,0.111941181489358,0.000220801774389674,177,196,373,509,882
0.09-52-0.65,0.09,52,0.65,97,393,240,1,0.176741803278689,19.2207903780069,FALSE,0.09-52-0.65,0.1503,0.7524,0.9027,0.305337269907145,-0.187648771039913,0.423458754753153,0.00730289879185041,0.0159095620457943,0.1257,0.111941181489358,0.000220801774389674,178,122,300,447,747
0.14-44-0.75,0.14,44,0.75,80,313,186,1,0.188504105676544,13.4599683544304,FALSE,0.14-44-0.75,0.1766,0.7258,0.9024,0.260399222093538,-0.192006729851684,0.382363833894374,0.00735913756985496,0.0193025824624139,0.1008,0.091401801433132,0.000229383000044728,179,133,312,324,636
0.18-48-0.3,0.18,48,0.3,93,353,216,1,0.168857142857143,18.528517999065,FALSE,0.18-48-0.3,0.1747,0.7275,0.9022,0.263516549445967,-0.191830714591413,0.384961412277895,0.00741451493108285,0.0167169189913842,0.1118,0.123879958040442,0.000178864468952335,180,148,328,412,740
0.05-36-0,0.05,36,0,67,196,113,1,0.178807947019868,27.1284486657621,FALSE,0.05-36-0,0.1964,0.7056,0.902,0.229872430174811,-0.192663434642052,0.351805870350501,0.00739435248655132,0.0203511763434246,0.0676,0.0191379338697175,0.00053724075158986,181,143,324,283,607
0.14-60-0.85,0.14,60,0.85,59,256,143,1,0.245492371705964,12.0973115137347,FALSE,0.14-60-0.85,0.2122,0.6896,0.9018,0.207342067129583,-0.191743684007542,0.328011205800338,0.00785121650681445,0.0254424327849512,0.1481,0.309660518965291,0.000146509481060536,182,247,429,157,586
0.14-32-0.7,0.14,32,0.7,61,190,109,1,0.197395476353667,17.7387978142077,FALSE,0.14-32-0.7,0.2236,0.6776,0.9012,0.192175180366368,-0.190343831752745,0.310408373485797,0.00830758680941688,0.0244461470506678,0.0539,0.0285977388220833,0.000345691799774348,183,316,499,180,679
0.12-40-0.65,0.12,40,0.65,77,269,166,1,0.173967459324155,19.1148325358852,FALSE,0.12-40-0.65,0.1841,0.717,0.9011,0.248761098624145,-0.192503985653103,0.368981408577361,0.00791355299139084,0.0169545287186375,0.0872,0.0556721132650875,0.000284499001936455,184,264,448,401,849
0.08-44-0.8,0.08,44,0.8,61,225,132,1,0.213793103448276,11.3601092896175,FALSE,0.08-44-0.8,0.194,0.707,0.901,0.233667728452182,-0.192694371268789,0.353905285842259,0.00842512020397943,0.0200002753100254,0.1,0.0399285227251932,0.000285466116040691,185,328,513,298,811
0.14-44-0.7,0.14,44,0.7,84,326,196,1,0.180843938379102,16.2251864601262,FALSE,0.14-44-0.7,0.1785,0.7224,0.9009,0.257648381952244,-0.192162303041474,0.377180631926065,0.00722957270229936,0.0171271976002886,0.1008,0.091401801433132,0.000229383000044728,186,107,293,393,686
0.05-52-0.85,0.05,52,0.85,48,191,104,1,0.265449438202247,9.18572695035461,FALSE,0.05-52-0.85,0.2221,0.6784,0.9005,0.194337458124891,-0.190561885099104,0.311575325334864,0.00702405962035031,0.0237551035658406,0.1256,0.0276536229926187,0.000362295738952264,187,80,267,196,463
0.12-52-0.65,0.12,52,0.65,96,392,242,1,0.178298397040691,17.2787280701754,FALSE,0.12-52-0.65,0.1498,0.7507,0.9005,0.306604225419837,-0.1875236910375,0.420803898568206,0.00744687432361582,0.0164648341774829,0.1257,0.123879958040442,0.000182257366699575,188,161,349,426,775
0.14-36-0.4,0.14,36,0.4,68,217,128,1,0.18046357615894,18.790825285338,FALSE,0.14-36-0.4,0.2034,0.697,0.9004,0.220061402711238,-0.19240696843203,0.338970610539417,0.00859704183372622,0.0168170037162059,0.0676,0.0399285227251932,0.000316202811251682,189,347,536,406,942
0.08-28-0.8,0.08,28,0.8,40,134,74,1,0.27307206068268,14.5935897435897,FALSE,0.08-28-0.8,0.2348,0.6653,0.9001,0.178203538642252,-0.188402117329018,0.29258606521613,0.00791129604486825,0.0249931823885437,0.0384,0.0150266655378143,0.000529118752793779,190,263,453,166,619
0.16-40-0.8,0.16,40,0.8,55,223,130,1,0.21875,10.3750841750842,FALSE,0.16-40-0.8,0.1992,0.7008,0.9,0.226232432522641,-0.192590298766192,0.344628996815896,0.00771291498909496,0.0223159711233296,0.0869,0.0572970059694907,0.000284499001936455,191,212,403,225,628
0.07-60-0.85,0.07,60,0.85,53,229,135,1,0.253205128205128,11.9967343976778,FALSE,0.07-60-0.85,0.1961,0.7037,0.8998,0.230834516515756,-0.192668912985623,0.348961107692696,0.0090010506027062,0.0224612876371311,0.1481,0.111941181489358,0.000220801774389674,192,371,563,219,782
0.09-52-0.4,0.09,52,0.4,100,404,247,1,0.1730482347091,20.0742424242424,FALSE,0.09-52-0.4,0.1602,0.7395,0.8997,0.288336732103097,-0.189789753723537,0.403409720599604,0.00740142384184152,0.0162381170395548,0.1257,0.111941181489358,0.000220801774389674,193,144,337,434,771
0.12-40-0,0.12,40,0,79,272,168,1,0.169650122050448,20.8377150275884,FALSE,0.12-40-0,0.1886,0.711,0.8996,0.24215532962383,-0.192654851691567,0.359918872969107,0.00768791258045129,0.020669913799167,0.0872,0.0556721132650875,0.000275047944915013,194,208,402,272,674
0.2-48-0.75,0.2,48,0.75,82,336,207,1,0.183227848101266,14.5126467931346,FALSE,0.2-48-0.75,0.1741,0.7251,0.8992,0.265115027123571,-0.19177084833396,0.381295399608173,0.00734050660518149,0.0170541332112204,0.1118,0.123879958040442,0.000172552340771301,195,129,324,396,720
0.14-48-0,0.14,48,0,94,359,221,1,0.168144123534458,18.2564630519332,FALSE,0.14-48-0,0.1673,0.7315,0.8988,0.276434146358047,-0.190946099364558,0.391089015064427,0.00756329358801652,0.0162178054541602,0.1118,0.111941181489358,0.000208702136538085,196,184,380,435,815
0.08-40-0.85,0.08,40,0.85,39,141,80,1,0.269189189189189,10.0452091767881,FALSE,0.08-40-0.85,0.2136,0.6849,0.8985,0.206305403998886,-0.191604114289015,0.321091683629753,0.00903017957291575,0.0254938227314413,0.0815,0.0276536229926187,0.000316202811251682,197,376,573,156,729
0.16-48-0.25,0.16,48,0.25,92,352,216,1,0.170336037079954,17.5514811275681,FALSE,0.16-48-0.25,0.1701,0.7284,0.8985,0.271837495677192,-0.191318548652861,0.386338209671906,0.00743571917276992,0.0165205550998894,0.1118,0.123879958040442,0.000196856314758355,198,158,356,420,776
0.08-40-0.8,0.08,40,0.8,55,196,113,1,0.216666666666667,11.2717171717172,FALSE,0.08-40-0.8,0.1936,0.7047,0.8983,0.234930458729484,-0.192696650631948,0.350457712596799,0.00845358838479363,0.0223383884553647,0.0869,0.0276536229926187,0.000316202811251682,199,333,532,224,756
0.14-48-0.7,0.14,48,0.7,88,348,213,1,0.174827275458096,15.3335945663532,FALSE,0.14-48-0.7,0.1698,0.7284,0.8982,0.272402673568284,-0.191280861462536,0.386338209671906,0.00745757063420154,0.0174110128688549,0.1118,0.111941181489358,0.000208702136538085,201,165,366,380,746
0.14-48-0.75,0.14,48,0.75,84,335,203,1,0.181644359464627,12.5513482501434,FALSE,0.14-48-0.75,0.1713,0.7269,0.8982,0.26992547547433,-0.191464015704937,0.384044165820353,0.00751713318674969,0.0144978371556983,0.1118,0.111941181489358,0.000208702136538085,200,175,375,511,886
0.14-36-0,0.14,36,0,69,218,129,1,0.177717391304348,19.7361466325661,FALSE,0.14-36-0,0.2035,0.6942,0.8977,0.220639424476693,-0.192401539216998,0.334814523810897,0.00854844839247897,0.0203059989293335,0.0676,0.0399285227251932,0.000316202811251682,202,342,544,287,831
0.09-52-0.6,0.09,52,0.6,98,401,245,1,0.175935288169869,18.2875026299179,FALSE,0.09-52-0.6,0.1495,0.7482,0.8977,0.307685291822816,-0.187447842323338,0.41690669426336,0.00742250370329373,0.0127196351700604,0.1257,0.111941181489358,0.000220801774389674,203,152,355,554,909
0.08-56-0.6,0.08,56,0.6,103,424,257,1,0.176349024110218,19.2787930706263,FALSE,0.08-56-0.6,0.1375,0.7601,0.8976,0.330027793186278,-0.183906827080688,0.435531663841064,0.00701989155703047,0.0133929103472435,0.1357,0.111941181489358,0.000203411216627426,204,78,282,545,827
0.16-52-0.65,0.16,52,0.65,96,382,231,1,0.178284854563691,16.5809210526316,FALSE,0.16-52-0.65,0.156,0.7413,0.8973,0.296168482798043,-0.188958448661977,0.406193839848116,0.00741311988246775,0.0159776425828123,0.1257,0.15657789705884,0.000178864468952335,205,147,352,442,794
0.1-48-0.8,0.1,48,0.8,63,259,154,1,0.209848136217211,11.3100358422939,FALSE,0.1-48-0.8,0.2006,0.6966,0.8972,0.224947255502334,-0.192538936848967,0.338376194142132,0.00833444603415496,0.0193788735950589,0.1118,0.0850422872908485,0.000284499001936455,206,320,526,320,846
0.14-28-0,0.14,28,0,58,174,100,1,0.197028928850665,21.2041742286751,FALSE,0.14-28-0,0.2354,0.6617,0.8971,0.178416826761111,-0.188282787786956,0.287412612465352,0.00860212498443166,0.0247170638724436,0.0384,0.0250894592014592,0.000380318688013639,207,349,556,175,731
