,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance
0.09-60-0.7,0.09,60,0.7,105,428,266,1,0.175236806495264,23.9455128205128
0.09-60-0.65,0.09,60,0.65,109,438,273,1,0.171936758893281,24.9549779136935
0.09-60-0.6,0.09,60,0.6,110,446,278,1,0.17126112437595,24.0190158465388
0.09-60-0.5,0.09,60,0.5,111,449,279,1,0.170089858793325,24.0321867321867
0.09-60-0.45,0.09,60,0.45,112,450,280,1,0.168789808917197,24.9960585585586
0.09-60-0.4,0.09,60,0.4,113,452,281,1,0.167509481668774,25.7951169405815
0.09-60-0.3,0.09,60,0.3,114,453,282,1,0.16621367342672,26.7530662940537
0.09-60-0.2,0.09,60,0.2,115,454,283,1,0.165901502504174,27.7151029748284
0.09-60-0.1,0.09,60,0.1,115,454,283,1,0.165901502504174,27.7151029748284
0.09-60-0,0.09,60,0,115,454,283,1,0.165901502504174,27.7151029748284
0.1-4-0.85,0.1,4,0.85,3,9,5,1,1,1
0.1-4-0.75,0.1,4,0.75,6,14,8,1,0.5,3.06666666666667
0.1-4-0,0.1,4,0,6,14,8,1,0.5,3.06666666666667
0.1-8-0.75,0.1,8,0.75,11,20,12,1,0.214285714285714,7.56363636363636
0.1-8-0.65,0.1,8,0.65,12,22,14,1,0.236842105263158,7.73484848484848
0.1-8-0,0.1,8,0,12,22,14,1,0.236842105263158,7.73484848484848
0.1-12-0.85,0.1,12,0.85,10,33,22,1,0.531645569620253,2.71111111111111
0.1-12-0.8,0.1,12,0.8,14,42,29,1,0.421487603305785,5.44505494505495
0.1-12-0.75,0.1,12,0.75,21,54,39,1,0.321428571428571,11.0452380952381
0.1-12-0.7,0.1,12,0.7,23,58,43,1,0.2882096069869,12.0691699604743
0.1-12-0.65,0.1,12,0.65,23,58,43,1,0.2882096069869,12.0691699604743
0.1-12-0,0.1,12,0,23,58,43,1,0.2882096069869,12.0691699604743
0.1-16-0.8,0.1,16,0.8,17,52,39,1,0.368715083798883,4.89338235294118
0.1-16-0.75,0.1,16,0.75,25,67,49,1,0.282828282828283,10.445
0.1-16-0.7,0.1,16,0.7,27,71,53,1,0.258928571428571,11.4358974358974
0.1-16-0.65,0.1,16,0.65,28,72,54,1,0.25,12.3902116402116
0.1-16-0,0.1,16,0,28,72,54,1,0.25,12.3902116402116
0.1-20-0.8,0.1,20,0.8,22,69,51,1,0.328301886792453,6.76190476190476
0.1-20-0.75,0.1,20,0.75,28,81,58,1,0.272727272727273,10.542328042328
0.1-20-0.7,0.1,20,0.7,30,85,62,1,0.251162790697674,11.5264367816092
0.1-20-0.65,0.1,20,0.65,32,87,64,1,0.235294117647059,13.4395161290323
0.1-20-0.4,0.1,20,0.4,33,89,66,1,0.233766233766234,14.3238636363636
0.1-20-0,0.1,20,0,34,90,67,1,0.225941422594142,15.2878787878788
0.1-24-0.85,0.1,24,0.85,21,76,45,1,0.366071428571429,5
0.1-24-0.8,0.1,24,0.8,28,100,65,1,0.328767123287671,7.80555555555556
0.1-24-0.75,0.1,24,0.75,36,114,71,1,0.275187969924812,12.6452380952381
0.1-24-0.7,0.1,24,0.7,37,117,73,1,0.264705882352941,13.5908408408408
0.1-24-0.65,0.1,24,0.65,40,122,78,1,0.25,15.5871794871795
0.1-24-0.45,0.1,24,0.45,41,127,81,1,0.249679897567222,16.2951219512195
0.1-24-0.4,0.1,24,0.4,41,127,81,1,0.249679897567222,16.2951219512195
0.1-24-0.2,0.1,24,0.2,42,128,82,1,0.24375,17.2642276422764
0.1-24-0,0.1,24,0,42,128,82,1,0.24375,17.2642276422764
0.1-28-0.85,0.1,28,0.85,26,95,50,1,0.328125,7.72923076923077
0.1-28-0.8,0.1,28,0.8,41,135,76,1,0.266337854500617,12.8451219512195
0.1-28-0.75,0.1,28,0.75,50,157,85,1,0.244422890397672,15.989387755102
0.1-28-0.7,0.1,28,0.7,51,160,87,1,0.236914600550964,16.9411764705882
0.1-28-0.65,0.1,28,0.65,54,165,92,1,0.226759339704605,18.9182389937107
0.1-28-0.45,0.1,28,0.45,55,170,95,1,0.226609442060086,19.7080808080808
0.1-28-0.4,0.1,28,0.4,55,170,95,1,0.226609442060086,19.7080808080808
0.1-28-0.2,0.1,28,0.2,56,171,96,1,0.222596964586847,20.6769480519481
0.1-28-0,0.1,28,0,56,171,96,1,0.222596964586847,20.6769480519481
0.1-32-0.85,0.1,32,0.85,27,97,51,1,0.321428571428571,8.66809116809117
0.1-32-0.8,0.1,32,0.8,44,146,83,1,0.250549450549451,14.5179704016913
0.1-32-0.75,0.1,32,0.75,56,175,96,1,0.219690805532954,18.6662337662338
0.1-32-0.7,0.1,32,0.7,57,178,98,1,0.213787761425252,19.6121553884712
0.1-32-0.65,0.1,32,0.65,60,183,103,1,0.204996326230713,21.5754237288136
0.1-32-0.45,0.1,32,0.45,61,188,106,1,0.20479302832244,22.3745901639344
0.1-32-0.4,0.1,32,0.4,61,188,106,1,0.20479302832244,22.3745901639344
0.1-32-0.2,0.1,32,0.2,62,189,107,1,0.201284796573876,23.3358011634056
0.1-32-0,0.1,32,0,62,189,107,1,0.201284796573876,23.3358011634056
0.1-36-0.8,0.1,36,0.8,49,174,101,1,0.23134328358209,10.2627551020408
0.1-36-0.75,0.1,36,0.75,62,205,116,1,0.203551046290425,16.0875198307774
0.1-36-0.7,0.1,36,0.7,63,208,118,1,0.198542805100182,17.0327700972862
0.1-36-0.65,0.1,36,0.65,67,215,124,1,0.191379310344828,19.0065581184984
0.1-36-0.45,0.1,36,0.45,68,222,129,1,0.191633691351046,17.1854697102722
0.1-36-0.4,0.1,36,0.4,68,222,129,1,0.191633691351046,17.1854697102722
0.1-36-0.2,0.1,36,0.2,69,223,130,1,0.188752783964365,18.1393861892583
0.1-36-0.1,0.1,36,0.1,69,223,130,1,0.188752783964365,18.1393861892583
0.1-36-0,0.1,36,0,69,223,130,1,0.188752783964365,18.1393861892583
0.1-40-0.8,0.1,40,0.8,52,187,110,1,0.226331360946746,10.3050527903469
0.1-40-0.75,0.1,40,0.75,67,223,130,1,0.202725724020443,18.0244233378562
0.1-40-0.7,0.1,40,0.7,68,227,133,1,0.198373983739837,18.9743195785777
0.1-40-0.65,0.1,40,0.65,74,238,143,1,0.188832487309645,22.860607182525
0.1-40-0.6,0.1,40,0.6,75,245,148,1,0.188811188811189,20.1362162162162
0.1-40-0.45,0.1,40,0.45,75,245,148,1,0.188811188811189,20.1362162162162
0.1-40-0.4,0.1,40,0.4,75,245,148,1,0.188811188811189,20.1362162162162
0.1-40-0.2,0.1,40,0.2,76,246,149,1,0.186298669295219,21.0947368421053
0.1-40-0.1,0.1,40,0.1,76,246,149,1,0.186298669295219,21.0947368421053
0.1-40-0,0.1,40,0,76,246,149,1,0.186298669295219,21.0947368421053
0.1-44-0.8,0.1,44,0.8,61,255,151,1,0.215105162523901,9.42185792349727
0.1-44-0.75,0.1,44,0.75,78,300,174,1,0.19304152637486,15.3488178488178
0.1-44-0.7,0.1,44,0.7,81,309,181,1,0.186434659090909,16.350462962963
0.1-44-0.65,0.1,44,0.65,87,320,191,1,0.179089376053963,20.2265437048917
0.1-44-0.6,0.1,44,0.6,88,327,196,1,0.179,19.3028996865204
0.1-44-0.45,0.1,44,0.45,88,327,196,1,0.179,19.3028996865204
0.1-44-0.4,0.1,44,0.4,89,329,197,1,0.17699406723797,20.0995914198161
0.1-44-0.2,0.1,44,0.2,90,330,198,1,0.175203915171289,21.0540574282147
0.1-44-0.1,0.1,44,0.1,90,330,198,1,0.175203915171289,21.0540574282147
0.1-44-0,0.1,44,0,90,330,198,1,0.175203915171289,21.0540574282147
0.1-48-0.8,0.1,48,0.8,63,259,154,1,0.209848136217211,11.3100358422939
0.1-48-0.75,0.1,48,0.75,83,318,187,1,0.18397212543554,16.2449309432853
0.1-48-0.7,0.1,48,0.7,86,327,194,1,0.177991382167716,17.2366621067031
0.1-48-0.65,0.1,48,0.65,93,341,204,1,0.170808430324001,21.1085787751286
0.1-48-0.6,0.1,48,0.6,94,348,209,1,0.170708955223881,20.1893159460078
0.1-48-0.45,0.1,48,0.45,94,348,209,1,0.170708955223881,20.1893159460078
0.1-48-0.4,0.1,48,0.4,95,350,210,1,0.168923076923077,20.9996640537514
0.1-48-0.2,0.1,48,0.2,96,351,211,1,0.167327034440719,21.9478070175439
0.1-48-0.1,0.1,48,0.1,96,351,211,1,0.167327034440719,21.9478070175439
0.1-48-0,0.1,48,0,96,351,211,1,0.167327034440719,21.9478070175439
0.1-52-0.85,0.1,52,0.85,44,197,116,1,0.279401767505099,9.00158562367865
0.1-52-0.8,0.1,52,0.8,68,301,184,1,0.21530574880996,10.373573309921
0.1-52-0.75,0.1,52,0.75,87,363,220,1,0.190164866401364,15.2810745789896
0.1-52-0.7,0.1,52,0.7,90,373,228,1,0.183540877097997,16.2674157303371
0.1-52-0.65,0.1,52,0.65,97,387,238,1,0.176972833117723,20.1403565292096
0.1-52-0.6,0.1,52,0.6,98,394,243,1,0.176741803278689,19.2144961077214
0.1-52-0.45,0.1,52,0.45,98,394,243,1,0.176741803278689,19.2144961077214
0.1-52-0.4,0.1,52,0.4,99,396,244,1,0.175215845606907,20.0427746856318
0.1-52-0.2,0.1,52,0.2,100,397,245,1,0.173759758247293,20.9927272727273
0.1-52-0.1,0.1,52,0.1,100,397,245,1,0.173759758247293,20.9927272727273
0.1-52-0,0.1,52,0,100,397,245,1,0.173759758247293,20.9927272727273
0.1-56-0.85,0.1,56,0.85,46,210,127,1,0.273873873873874,9.01256038647343
0.1-56-0.8,0.1,56,0.8,73,326,199,1,0.210759493670886,10.4069634703196
0.1-56-0.75,0.1,56,0.75,91,385,235,1,0.18960244648318,15.3064713064713
0.1-56-0.7,0.1,56,0.7,94,395,243,1,0.183300876338851,16.2921528254404
0.1-56-0.65,0.1,56,0.65,101,409,253,1,0.177129521586931,20.1681188118812
0.1-56-0.6,0.1,56,0.6,102,416,258,1,0.176878612716763,19.2395651329839
0.1-56-0.45,0.1,56,0.45,103,419,259,1,0.175666438824334,19.2518560822387
0.1-56-0.4,0.1,56,0.4,104,421,260,1,0.174276672694394,20.0879387602689
0.1-56-0.3,0.1,56,0.3,105,422,261,1,0.172908723929132,21.039652014652
0.1-56-0.2,0.1,56,0.2,106,423,262,1,0.172599059771659,21.9962264150943
0.1-56-0.1,0.1,56,0.1,106,423,262,1,0.172599059771659,21.9962264150943
0.1-56-0,0.1,56,0,106,423,262,1,0.172599059771659,21.9962264150943
0.1-60-0.8,0.1,60,0.8,76,335,206,1,0.204278397107563,11.3919298245614
0.1-60-0.75,0.1,60,0.75,95,395,242,1,0.184390243902439,17.2599104143337
0.1-60-0.7,0.1,60,0.7,102,418,259,1,0.178018933271762,21.9881576392933
0.1-60-0.65,0.1,60,0.65,109,433,270,1,0.172016825326544,25.8781005776419
0.1-60-0.6,0.1,60,0.6,110,440,275,1,0.171823568136932,24.9482902418682
0.1-60-0.45,0.1,60,0.45,111,443,276,1,0.170705322371268,24.9619164619165
0.1-60-0.4,0.1,60,0.4,112,445,277,1,0.169386002576213,25.7595720720721
0.1-60-0.3,0.1,60,0.3,113,446,278,1,0.168051118210863,26.7173672566372
0.1-60-0.2,0.1,60,0.2,114,447,279,1,0.167765256219434,27.6793199813694
0.1-60-0.1,0.1,60,0.1,114,447,279,1,0.167765256219434,27.6793199813694
0.1-60-0,0.1,60,0,114,447,279,1,0.167765256219434,27.6793199813694
0.12-4-0.85,0.12,4,0.85,3,9,5,1,1,1
0.12-4-0.8,0.12,4,0.8,6,14,8,1,0.5,3.06666666666667
0.12-4-0,0.12,4,0,6,14,8,1,0.5,3.06666666666667
0.12-8-0,0.12,8,0,12,21,13,1,0.176470588235294,8.03030303030303
0.12-12-0.85,0.12,12,0.85,9,31,20,1,0.582089552238806,2.58333333333333
0.12-12-0.8,0.12,12,0.8,14,42,29,1,0.421487603305785,5.44505494505495
0.12-12-0.75,0.12,12,0.75,23,56,41,1,0.268867924528302,11.6837944664032
0.12-12-0.7,0.12,12,0.7,24,58,43,1,0.253164556962025,12.6086956521739
0.12-12-0,0.12,12,0,24,58,43,1,0.253164556962025,12.6086956521739
0.12-16-0.8,0.12,16,0.8,17,52,37,1,0.375,4.88970588235294
0.12-16-0.75,0.12,16,0.75,26,67,49,1,0.256849315068493,11.0661538461538
0.12-16-0.7,0.12,16,0.7,27,69,51,1,0.242990654205607,11.982905982906
0.12-16-0,0.12,16,0,29,71,53,1,0.225433526011561,13.85960591133
0.12-20-0.8,0.12,20,0.8,24,80,53,1,0.315789473684211,5.98007246376812
0.12-20-0.75,0.12,20,0.75,30,88,59,1,0.254004576659039,10.4011494252874
0.12-20-0.7,0.12,20,0.7,31,90,61,1,0.24203821656051,11.3172043010753
0.12-20-0.4,0.12,20,0.4,33,92,63,1,0.228,13.188446969697
0.12-20-0,0.12,20,0,34,93,64,1,0.22093023255814,14.1292335115865
0.12-24-0.8,0.12,24,0.8,35,118,66,1,0.294851794071763,11.6109243697479
0.12-24-0.75,0.12,24,0.75,43,131,73,1,0.250311332503113,15.4102990033223
0.12-24-0.7,0.12,24,0.7,44,134,75,1,0.241822429906542,16.3472515856237
0.12-24-0.65,0.12,24,0.65,47,139,80,1,0.230263157894737,18.3209990749306
0.12-24-0.4,0.12,24,0.4,47,139,80,1,0.230263157894737,18.3209990749306
0.12-24-0,0.12,24,0,48,140,81,1,0.225321888412017,19.2734929078014
0.12-28-0.8,0.12,28,0.8,43,143,78,1,0.258968609865471,13.8039867109635
0.12-28-0.75,0.12,28,0.75,52,164,90,1,0.224729241877256,17.3427601809955
0.12-28-0.7,0.12,28,0.7,53,167,92,1,0.218321917808219,18.2728592162554
0.12-28-0.65,0.12,28,0.65,56,172,97,1,0.208906882591093,20.2181818181818
0.12-28-0.4,0.12,28,0.4,56,172,97,1,0.208906882591093,20.2181818181818
0.12-28-0,0.12,28,0,57,173,98,1,0.205087440381558,21.1625939849624
0.12-32-0.8,0.12,32,0.8,45,153,85,1,0.249249249249249,9.4510101010101
0.12-32-0.75,0.12,32,0.75,57,181,101,1,0.208396946564885,14.906328320802
0.12-32-0.7,0.12,32,0.7,59,186,105,1,0.199713672154617,16.7679719462303
0.12-32-0.65,0.12,32,0.65,62,192,111,1,0.192437542201215,17.776837652036
0.12-32-0.4,0.12,32,0.4,62,192,111,1,0.192437542201215,17.776837652036
0.12-32-0,0.12,32,0,63,193,112,1,0.189117451891175,18.7168458781362
0.12-36-0.8,0.12,36,0.8,48,171,96,1,0.23717409587889,9.43040780141844
0.12-36-0.75,0.12,36,0.75,61,200,113,1,0.201051248357424,15.8653005464481
0.12-36-0.7,0.12,36,0.7,63,205,117,1,0.193188854489164,17.7378392217102
0.12-36-0.65,0.12,36,0.65,66,211,123,1,0.186729301233118,18.7487179487179
0.12-36-0.4,0.12,36,0.4,66,211,123,1,0.186729301233118,18.7487179487179
0.12-36-0,0.12,36,0,67,212,124,1,0.183815028901734,19.6931252826775
0.12-40-0.8,0.12,40,0.8,55,215,127,1,0.216312056737589,9.45723905723906
0.12-40-0.75,0.12,40,0.75,69,251,150,1,0.188555347091932,15.1771099744246
0.12-40-0.7,0.12,40,0.7,72,259,156,1,0.181537102473498,17.1140453834116
0.12-40-0.65,0.12,40,0.65,77,269,166,1,0.173967459324155,19.1148325358852
0.12-40-0.6,0.12,40,0.6,77,269,166,1,0.173967459324155,19.1148325358852
0.12-40-0.5,0.12,40,0.5,77,269,166,1,0.173967459324155,19.1148325358852
0.12-40-0.4,0.12,40,0.4,78,271,167,1,0.171675586661177,19.8866133866134
0.12-40-0,0.12,40,0,79,272,168,1,0.169650122050448,20.8377150275884
0.12-44-0.8,0.12,44,0.8,60,252,147,1,0.215837759536456,8.55084745762712
0.12-44-0.75,0.12,44,0.75,79,305,177,1,0.183537263626251,13.3633560532295
0.12-44-0.7,0.12,44,0.7,82,313,183,1,0.177152899824253,15.2722071665161
0.12-44-0.65,0.12,44,0.65,88,326,193,1,0.170056685561854,17.2667189132706
0.12-44-0.6,0.12,44,0.6,88,326,193,1,0.170056685561854,17.2667189132706
0.12-44-0.5,0.12,44,0.5,88,326,193,1,0.170056685561854,17.2667189132706
0.12-44-0.4,0.12,44,0.4,89,328,194,1,0.168150346191889,18.0967824310521
0.12-44-0,0.12,44,0,90,329,195,1,0.16644908616188,19.0404494382022
0.12-48-0.8,0.12,48,0.8,64,271,164,1,0.209753992231334,9.51364087301587
0.12-48-0.75,0.12,48,0.75,84,331,201,1,0.179563492063492,14.3488238668962
0.12-48-0.7,0.12,48,0.7,86,337,205,1,0.175238095238095,15.3127222982216
0.12-48-0.65,0.12,48,0.65,92,350,215,1,0.168580060422961,17.3054228380315
0.12-48-0.6,0.12,48,0.6,92,350,215,1,0.168580060422961,17.3054228380315
0.12-48-0.5,0.12,48,0.5,92,350,215,1,0.168580060422961,17.3054228380315
0.12-48-0.4,0.12,48,0.4,93,352,216,1,0.166866028708134,18.1422393641889
0.12-48-0,0.12,48,0,94,353,217,1,0.165284360189573,19.088080530771
0.12-52-0.85,0.12,52,0.85,48,208,120,1,0.269279393173198,10.050975177305
0.12-52-0.8,0.12,52,0.8,69,311,189,1,0.21866485013624,9.50639386189258
0.12-52-0.75,0.12,52,0.75,88,372,227,1,0.189710610932476,14.3271943573668
0.12-52-0.7,0.12,52,0.7,91,382,235,1,0.183235369281881,15.3119658119658
0.12-52-0.65,0.12,52,0.65,96,392,242,1,0.178298397040691,17.2787280701754
0.12-52-0.6,0.12,52,0.6,96,392,242,1,0.178298397040691,17.2787280701754
0.12-52-0.5,0.12,52,0.5,96,392,242,1,0.178298397040691,17.2787280701754
0.12-52-0.4,0.12,52,0.4,97,394,243,1,0.176772616136919,18.1229596219931
0.12-52-0.25,0.12,52,0.25,98,395,244,1,0.175315227934045,19.071112981275
0.12-52-0,0.12,52,0,99,396,245,1,0.174975798644724,20.0246340960627
0.12-56-0.85,0.12,56,0.85,52,228,132,1,0.257668711656442,11.0614630467572
0.12-56-0.8,0.12,56,0.8,75,338,205,1,0.207839562443026,10.5212612612613
0.12-56-0.75,0.12,56,0.75,94,397,243,1,0.183718642400394,16.2929535575383
0.12-56-0.7,0.12,56,0.7,97,407,251,1,0.177798682972719,17.2793170103093
0.12-56-0.65,0.12,56,0.65,102,418,259,1,0.173221186633326,19.2352941176471
0.12-56-0.6,0.12,56,0.6,102,418,259,1,0.173221186633326,19.2352941176471
0.12-56-0.5,0.12,56,0.5,102,418,259,1,0.173221186633326,19.2352941176471
0.12-56-0.4,0.12,56,0.4,103,420,260,1,0.171853856562923,20.0702455739577
0.12-56-0.25,0.12,56,0.25,104,421,261,1,0.170507943611546,21.0215646004481
0.12-56-0,0.12,56,0,105,422,262,1,0.170203261112352,21.9778388278388
0.12-60-0.85,0.12,60,0.85,57,253,148,1,0.254676258992806,12.0535714285714
0.12-60-0.8,0.12,60,0.8,77,345,209,1,0.205491585473871,10.5681818181818
0.12-60-0.75,0.12,60,0.75,97,405,248,1,0.180714285714286,17.2903780068729
0.12-60-0.7,0.12,60,0.7,101,416,257,1,0.174823582972911,19.2442574257426
0.12-60-0.65,0.12,60,0.65,106,427,265,1,0.170259568851738,21.203414195867
0.12-60-0.6,0.12,60,0.6,106,427,265,1,0.170259568851738,21.203414195867
0.12-60-0.5,0.12,60,0.5,106,427,265,1,0.170259568851738,21.203414195867
0.12-60-0.4,0.12,60,0.4,107,429,266,1,0.168885009818896,22.0259213542585
0.12-60-0.25,0.12,60,0.25,108,430,267,1,0.167532467532468,22.9794046382831
0.12-60-0,0.12,60,0,109,431,268,1,0.167206740116656,23.9372239211689
0.14-4-0.85,0.14,4,0.85,3,9,5,1,1,1
0.14-4-0.8,0.14,4,0.8,4,10,6,1,0.6,1.91666666666667
0.14-4-0,0.14,4,0,5,13,7,1,0.6,2.15
0.14-8-0,0.14,8,0,10,19,11,1,0.230769230769231,6.6
0.14-12-0.8,0.14,12,0.8,13,41,30,1,0.428571428571429,3.79487179487179
0.14-12-0.75,0.14,12,0.75,23,58,43,1,0.265822784810127,9.99802371541502
0.14-12-0.7,0.14,12,0.7,24,60,45,1,0.25,10.9094202898551
0.14-12-0,0.14,12,0,24,60,45,1,0.25,10.9094202898551
0.14-16-0.8,0.14,16,0.8,14,44,33,1,0.403361344537815,3.87362637362637
0.14-16-0.75,0.14,16,0.75,26,69,51,1,0.253378378378378,10.1938461538462
0.14-16-0.7,0.14,16,0.7,27,71,53,1,0.24,11.1068376068376
0.14-16-0,0.14,16,0,29,73,55,1,0.222857142857143,12.9790640394089
0.14-20-0.8,0.14,20,0.8,22,74,50,1,0.34375,7.2012987012987
0.14-20-0.75,0.14,20,0.75,30,87,58,1,0.256944444444444,11.6310344827586
0.14-20-0.7,0.14,20,0.7,31,89,60,1,0.244635193133047,12.5118279569892
0.14-20-0.4,0.14,20,0.4,33,91,62,1,0.23030303030303,14.3181818181818
0.14-20-0,0.14,20,0,34,92,63,1,0.223091976516634,15.229055258467
0.14-24-0.8,0.14,24,0.8,35,114,65,1,0.296482412060302,11.5117647058824
0.14-24-0.75,0.14,24,0.75,44,132,75,1,0.249388753056235,14.4059196617336
0.14-24-0.7,0.14,24,0.7,45,135,77,1,0.240825688073394,15.3217171717172
0.14-24-0.4,0.14,24,0.4,49,142,82,1,0.229278794402583,17.5505952380952
0.14-24-0,0.14,24,0,50,143,83,1,0.224446786090622,18.4995918367347
0.14-28-0.85,0.14,28,0.85,26,95,50,1,0.333333333333333,8.57692307692308
0.14-28-0.8,0.14,28,0.8,41,135,74,1,0.26860025220681,14.4036585365854
0.14-28-0.75,0.14,28,0.75,52,161,89,1,0.219512195121951,16.6870286576169
0.14-28-0.7,0.14,28,0.7,54,168,94,1,0.209772535804549,18.3172606568833
0.14-28-0.4,0.14,28,0.4,57,173,99,1,0.200796812749004,20.2600250626566
0.14-28-0,0.14,28,0,58,174,100,1,0.197028928850665,21.2041742286751
0.14-32-0.8,0.14,32,0.8,44,150,85,1,0.259105098855359,10.2024312896406
0.14-32-0.75,0.14,32,0.75,58,181,102,1,0.208888888888889,15.1170598911071
0.14-32-0.7,0.14,32,0.7,61,190,109,1,0.197395476353667,17.7387978142077
0.14-32-0.4,0.14,32,0.4,64,196,115,1,0.190414507772021,18.7485119047619
0.14-32-0,0.14,32,0,65,197,116,1,0.187141947803947,19.690625
0.14-36-0.8,0.14,36,0.8,48,171,98,1,0.237573715248526,10.2163120567376
0.14-36-0.75,0.14,36,0.75,62,202,115,1,0.196139476961395,15.1369645690111
0.14-36-0.7,0.14,36,0.7,65,211,122,1,0.186411149825784,17.7822115384615
0.14-36-0.4,0.14,36,0.4,68,217,128,1,0.18046357615894,18.790825285338
0.14-36-0,0.14,36,0,69,218,129,1,0.177717391304348,19.7361466325661
0.14-40-0.8,0.14,40,0.8,56,222,128,1,0.215789473684211,10.3113636363636
0.14-40-0.75,0.14,40,0.75,70,261,151,1,0.18531781557744,13.3540372670807
0.14-40-0.7,0.14,40,0.7,74,273,160,1,0.176617954070981,16.0979266938171
0.14-40-0.65,0.14,40,0.65,78,280,167,1,0.170984455958549,18.0457875457875
0.14-40-0.6,0.14,40,0.6,78,280,167,1,0.170984455958549,18.0457875457875
0.14-40-0.4,0.14,40,0.4,78,280,167,1,0.170984455958549,18.0457875457875
0.14-40-0,0.14,40,0,79,281,168,1,0.168964159117763,18.9949691658552
0.14-44-0.8,0.14,44,0.8,61,256,154,1,0.221897810218978,10.3568306010929
0.14-44-0.75,0.14,44,0.75,80,313,186,1,0.188504105676544,13.4599683544304
0.14-44-0.7,0.14,44,0.7,84,326,196,1,0.180843938379102,16.2251864601262
0.14-44-0.65,0.14,44,0.65,89,336,203,1,0.175112251443233,18.1979060265577
0.14-44-0.6,0.14,44,0.6,89,336,203,1,0.175112251443233,18.1979060265577
0.14-44-0.4,0.14,44,0.4,89,336,203,1,0.175112251443233,18.1979060265577
0.14-44-0,0.14,44,0,90,337,204,1,0.173333333333333,19.1516853932584
0.14-48-0.8,0.14,48,0.8,65,275,168,1,0.216695501730104,11.3334134615385
0.14-48-0.75,0.14,48,0.75,84,335,203,1,0.181644359464627,12.5513482501434
0.14-48-0.7,0.14,48,0.7,88,348,213,1,0.174827275458096,15.3335945663532
0.14-48-0.65,0.14,48,0.65,93,358,220,1,0.169745958429561,17.3017765310893
0.14-48-0.6,0.14,48,0.6,93,358,220,1,0.169745958429561,17.3017765310893
0.14-48-0.4,0.14,48,0.4,93,358,220,1,0.169745958429561,17.3017765310893
0.14-48-0,0.14,48,0,94,359,221,1,0.168144123534458,18.2564630519332
0.14-52-0.85,0.14,52,0.85,45,196,109,1,0.270524899057873,9.95656565656566
0.14-52-0.8,0.14,52,0.8,69,302,182,1,0.221621621621622,10.4030264279625
0.14-52-0.75,0.14,52,0.75,89,365,218,1,0.187550744248985,13.520684371808
0.14-52-0.7,0.14,52,0.7,93,379,229,1,0.180750574419198,16.3024777933614
0.14-52-0.65,0.14,52,0.65,98,390,237,1,0.175862068965517,18.2552072375342
0.14-52-0.6,0.14,52,0.6,98,390,237,1,0.175862068965517,18.2552072375342
0.14-52-0.4,0.14,52,0.4,98,390,237,1,0.175862068965517,18.2552072375342
0.14-52-0.25,0.14,52,0.25,99,391,238,1,0.174358974358974,19.2121212121212
0.14-52-0,0.14,52,0,100,392,239,1,0.174019010480136,20.1742424242424
0.14-56-0.85,0.14,56,0.85,52,221,124,1,0.251724137931034,11.0965309200603
0.14-56-0.8,0.14,56,0.8,73,322,194,1,0.21599203715992,11.3907914764079
0.14-56-0.75,0.14,56,0.75,93,385,233,1,0.184697238408918,15.4582748948107
0.14-56-0.7,0.14,56,0.7,97,399,244,1,0.17816091954023,18.2316365979381
0.14-56-0.65,0.14,56,0.65,102,410,252,1,0.173530772790375,20.1894777713065
0.14-56-0.6,0.14,56,0.6,102,410,252,1,0.173530772790375,20.1894777713065
0.14-56-0.4,0.14,56,0.4,102,410,252,1,0.173530772790375,20.1894777713065
0.14-56-0.25,0.14,56,0.25,103,411,253,1,0.172097292335934,21.1486769465068
0.14-56-0,0.14,56,0,104,412,254,1,0.171781951442968,22.1126773711725
0.14-60-0.85,0.14,60,0.85,59,256,143,1,0.245492371705964,12.0973115137347
0.14-60-0.8,0.14,60,0.8,78,345,205,1,0.210382513661202,11.458374958375
0.14-60-0.75,0.14,60,0.75,98,408,244,1,0.181198589894242,15.514517147065
0.14-60-0.7,0.14,60,0.7,103,423,256,1,0.174860956618465,19.2634684941938
0.14-60-0.65,0.14,60,0.65,108,436,266,1,0.1702859600086,21.2210972654898
0.14-60-0.6,0.14,60,0.6,108,436,266,1,0.1702859600086,21.2210972654898
0.14-60-0.4,0.14,60,0.4,108,436,266,1,0.1702859600086,21.2210972654898
0.14-60-0.25,0.14,60,0.25,109,437,267,1,0.168941979522184,22.1822120285423
0.14-60-0,0.14,60,0,110,438,268,1,0.168618266978923,23.1474562135113
0.16-4-0.85,0.16,4,0.85,4,12,6,1,0.75,1.25
0.16-4-0.8,0.16,4,0.8,5,13,7,1,0.6,2.15
0.16-4-0,0.16,4,0,5,13,7,1,0.6,2.15
0.16-8-0.7,0.16,8,0.7,9,18,11,1,0.285714285714286,5.66666666666667
0.16-8-0,0.16,8,0,10,19,11,1,0.230769230769231,6.6
0.16-12-0.8,0.16,12,0.8,15,46,33,1,0.387755102040816,4.7
0.16-12-0.75,0.16,12,0.75,22,57,43,1,0.282511210762332,9.08658008658009
0.16-12-0.7,0.16,12,0.7,23,59,45,1,0.265060240963855,9.9901185770751
0.16-12-0,0.16,12,0,24,60,45,1,0.25,10.9094202898551
0.16-16-0.8,0.16,16,0.8,17,54,41,1,0.355932203389831,4.8125
