,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxFlexibility,idxBoth
0.09-20-0.8,0.09,20,0.8,17,57,44,1,0.391304347826087,5.59191176470588,FALSE,0.09-20-0.8,0.1632,0.2164,0.3796,1.25446011785074,-0.190315952793219,-0.147872367819132,0.0311586472686924,0.0630698720234125,0.0219,0.00972842056057589,0.000638995906568805,522,16,538
0.05-16-0.8,0.05,16,0.8,17,51,40,1,0.35,5.71323529411765,FALSE,0.05-16-0.8,0.0593,0.086,0.1453,2.20064973287523,-0.129186165317567,-0.138125470521363,0.0432420551202959,0.074067644585875,0.0161,0.00735584021313352,0.00149804525023526,530,9,539
0.1-20-0.8,0.1,20,0.8,22,69,51,1,0.328301886792453,6.76190476190476,FALSE,0.1-20-0.8,0.1449,0.2955,0.4404,1.08277623323144,-0.186208709959442,-0.109863525906765,0.024229665057679,0.0527291589249637,0.0219,0.00972842056057589,0.000636856831064011,517,24,541
0.08-24-0.65,0.08,24,0.65,40,124,78,1,0.248062015503876,15.5551282051282,FALSE,0.08-24-0.65,0.1754,0.6285,0.8039,0.326299601455794,-0.191897954584473,0.240639206030129,0.0105949781465588,0.0276646449415804,0.0269,0.0127071104798322,0.000557892824734973,437,104,541
0.05-52-0.75,0.05,52,0.75,84,313,192,1,0.191096634093377,16.5856282271945,FALSE,0.05-52-0.75,0.1717,0.7372,0.9089,0.267446822663755,-0.191510633734583,0.399858612268382,0.00743792510741811,0.0165195816371272,0.1257,0.0287463778034046,0.000341434044150293,143,398,541
0.2-12-0.7,0.2,12,0.7,21,55,43,1,0.28,9.29047619047619,FALSE,0.2-12-0.7,0.072,0.2501,0.3221,1.52276014230164,-0.142881263642954,-0.134703004835911,0.032228017970637,0.0567997143239345,0.0135,0.00735584021313352,0.000662991475878953,524,18,542
0.14-48-0.7,0.14,48,0.7,88,348,213,1,0.174827275458096,15.3335945663532,FALSE,0.14-48-0.7,0.1708,0.7285,0.8993,0.270502361320777,-0.191404429425607,0.386491255828878,0.00749939849710516,0.0174110128688549,0.1118,0.111941181489358,0.000208702136538085,185,357,542
0.09-24-0.75,0.09,24,0.75,36,116,72,1,0.272727272727273,12.6055555555556,FALSE,0.09-24-0.75,0.1822,0.6063,0.7885,0.333273504012604,-0.19240741414593,0.210336076904892,0.0111075293518679,0.0278980880671606,0.0269,0.0127071104798322,0.000557892824734973,441,102,543
0.05-12-0,0.05,12,0,22,55,41,1,0.277777777777778,12.0194805194805,FALSE,0.05-12-0,0.1404,0.4581,0.5985,0.7016558593959,-0.184855220194138,0.0305232407006053,0.0211647878134511,0.0316365160748119,0.0135,0.00429651972588583,0.00144114628691163,482,62,544
0.2-16-0,0.2,16,0,30,77,54,1,0.212041884816754,13.3632183908046,FALSE,0.2-16-0,0.1763,0.4664,0.6427,0.567552735365129,-0.19198030264637,0.0394510113482453,0.0164636079865119,0.0304711007548634,0.0199,0.00972842056057589,0.000636856831064011,468,76,544
0.2-48-0.75,0.2,48,0.75,82,336,207,1,0.183227848101266,14.5126467931346,FALSE,0.2-48-0.75,0.1721,0.7296,0.9017,0.267866322780448,-0.191556319905494,0.388175669112521,0.00729059561717889,0.0170541332112204,0.1118,0.123879958040442,0.000172552340771301,171,373,544
0.1-24-0.7,0.1,24,0.7,37,117,73,1,0.264705882352941,13.5908408408408,FALSE,0.1-24-0.7,0.1698,0.5418,0.7116,0.455180194329097,-0.191280861462536,0.127019327090174,0.0115521697756068,0.0284524243325171,0.0269,0.0127071104798322,0.000557892824734973,453,92,545
0.12-40-0.65,0.12,40,0.65,77,269,166,1,0.173967459324155,19.1148325358852,FALSE,0.12-40-0.65,0.1833,0.7202,0.9035,0.249528523193176,-0.192465725723454,0.37383531779281,0.00790053760413358,0.0169545287186375,0.0872,0.0556721132650875,0.000284499001936455,167,378,545
0.16-36-0.7,0.16,36,0.7,66,225,131,1,0.182622268470343,16.3107226107226,FALSE,0.16-36-0.7,0.2277,0.629,0.8567,0.209508853594892,-0.189696674402829,0.241330844168364,0.00771570335146743,0.0245740543972227,0.0676,0.0556721132650875,0.000316202811251682,393,155,548
0.18-20-0,0.18,20,0,34,93,62,1,0.223091976516634,14.6372549019608,FALSE,0.18-20-0,0.186,0.47,0.656,0.531017064610799,-0.192580947903962,0.0433693797713103,0.014255095812469,0.0296871182839662,0.0219,0.0127071104798322,0.000623217076763923,465,84,549
0.05-32-0.8,0.05,32,0.8,35,119,76,1,0.287373004354136,13.9235294117647,FALSE,0.05-32-0.8,0.1802,0.6181,0.7983,0.325223196025143,-0.192284350552689,0.226343793211249,0.011316618001369,0.0270979034031309,0.0539,0.0127071104798322,0.000636856831064011,440,109,549
0.14-44-0.7,0.14,44,0.7,84,326,196,1,0.180843938379102,16.2251864601262,FALSE,0.14-44-0.7,0.1793,0.7208,0.9001,0.256544856721852,-0.192221744606867,0.37474701057358,0.00725470919911503,0.0171271976002886,0.1008,0.091401801433132,0.000229383000044728,180,370,550
0.18-52-0.3,0.18,52,0.3,101,398,242,1,0.174017257909875,20.5129702970297,FALSE,0.18-52-0.3,0.1542,0.7335,0.8877,0.301940068806841,-0.188567734081475,0.394161026287774,0.00749596713515029,0.0191427102237754,0.1257,0.15657789705884,0.000156546263547388,246,305,551
0.18-44-0.7,0.18,44,0.7,81,316,190,1,0.183694530443756,15.4975308641975,FALSE,0.18-44-0.7,0.1808,0.7235,0.9043,0.253329421752682,-0.192323589230701,0.378855802729324,0.00714603613472715,0.0166394802655772,0.1008,0.0988138312974561,0.000196856314758355,160,391,551
0.1-16-0.8,0.1,16,0.8,17,52,39,1,0.368715083798883,4.89338235294118,FALSE,0.1-16-0.8,0.0601,0.0694,0.1295,2.27305809165176,-0.130123608178207,-0.126347596245103,0.044755520131861,0.0545442565744273,0.0161,0.00735584021313352,0.000662991475878953,531,21,552
0.14-20-0.75,0.14,20,0.75,30,87,58,1,0.256944444444444,11.6310344827586,FALSE,0.14-20-0.75,0.1889,0.4153,0.6042,0.632451385533905,-0.192661063140923,-0.0130637880830511,0.015067653182193,0.0305313972168766,0.0219,0.0127071104798322,0.000623217076763923,479,75,554
0.18-44-0.8,0.18,44,0.8,57,249,151,1,0.22700296735905,9.39880952380952,FALSE,0.18-44-0.8,0.1888,0.6788,0.8676,0.254891661286442,-0.192659045633265,0.312159155102576,0.00818193815059074,0.022350127740081,0.1,0.091401801433132,0.000196856314758355,354,200,554
0.12-12-0.75,0.12,12,0.75,23,56,41,1,0.268867924528302,11.6837944664032,FALSE,0.12-12-0.75,0.1284,0.3503,0.4787,0.996347642182433,-0.180527539607677,-0.0706441211835397,0.0247068122359791,0.0366908632709371,0.0135,0.00560761241761488,0.00074711584923142,513,42,555
0.16-56-0.85,0.16,56,0.85,49,221,130,1,0.273494653911086,10.9047619047619,FALSE,0.16-56-0.85,0.1993,0.6728,0.8721,0.237206810159054,-0.19258695554688,0.303426536274928,0.00911679465942367,0.0215496470295479,0.1256,0.245109150495321,0.000156546263547388,332,223,555
0.05-12-0.75,0.05,12,0.75,20,52,39,1,0.316666666666667,10.1236842105263,FALSE,0.05-12-0.75,0.1335,0.3993,0.5328,0.856116391905202,-0.18249805593494,-0.0282482407271351,0.023506552771516,0.032094781500756,0.0135,0.00429651972588583,0.00144114628691163,500,57,557
0.07-48-0.8,0.07,48,0.8,65,238,141,1,0.20650406504065,11.5915865384615,FALSE,0.07-48-0.8,0.1837,0.7162,0.8999,0.249652847319362,-0.192485291181274,0.367770160309884,0.00857092153284124,0.0169916870001297,0.1118,0.0399285227251932,0.000285466116040691,182,377,559
0.18-32-0.8,0.18,32,0.8,40,142,83,1,0.267682263329706,11.7288461538462,FALSE,0.18-32-0.8,0.2122,0.5973,0.8095,0.270650153864549,-0.191743684007542,0.198280951066909,0.00931154046702768,0.0257662824853258,0.0539,0.0276536229926187,0.000316202811251682,431,130,561
0.07-56-0.7,0.07,56,0.7,99,389,233,1,0.174093264248705,20.3793032364461,FALSE,0.07-56-0.7,0.1688,0.7376,0.9064,0.27257892725869,-0.191151404183914,0.40047568149036,0.00689759823117417,0.0162580434588759,0.1292,0.0850422872908485,0.000229383000044728,153,410,563
0.18-36-0,0.18,36,0,71,236,142,1,0.171510242972844,19.2450704225352,FALSE,0.18-36-0,0.1986,0.6686,0.8672,0.240937402512753,-0.192609302981778,0.297345512134466,0.00804379996956228,0.0220666735488893,0.0676,0.0556721132650875,0.000284499001936455,356,209,565
0.1-52-0.75,0.1,52,0.75,87,363,220,1,0.190164866401364,15.2810745789896,FALSE,0.1-52-0.75,0.1635,0.7311,0.8946,0.283853186176794,-0.190365522728183,0.390475268527941,0.00777790215951921,0.0175190868354656,0.1257,0.111941181489358,0.000208702136538085,210,355,565
0.05-52-0.6,0.05,52,0.6,94,335,206,1,0.175577348940209,22.484214138641,FALSE,0.05-52-0.6,0.1667,0.7462,0.9129,0.275527799573334,-0.190860218460866,0.413794943923763,0.00703936096191728,0.0154028252756802,0.1257,0.0333049832035129,0.000341434044150293,122,445,567
0.06-60-0.3,0.06,60,0.3,113,443,277,1,0.16644385026738,28.0962389380531,FALSE,0.06-60-0.3,0.1434,0.7675,0.9109,0.317257932103854,-0.18577329265685,0.447207714214976,0.00677811333596463,0.0157944621004227,0.1535,0.091401801433132,0.00024362600954037,134,435,569
0.05-24-0.8,0.05,24,0.8,26,90,62,1,0.34304932735426,9.36923076923077,FALSE,0.05-24-0.8,0.1526,0.3911,0.5437,0.807214265193525,-0.188202800068547,-0.0357833569155681,0.0176828234165452,0.0308217724952133,0.0269,0.00972842056057589,0.000846627974276471,496,74,570
0.16-48-0.85,0.16,48,0.85,39,166,97,1,0.279197080291971,9.83333333333333,FALSE,0.16-48-0.85,0.2138,0.6303,0.8441,0.236442120985021,-0.191583425286661,0.24313096263558,0.00903692301246195,0.0243995420942679,0.1118,0.111941181489358,0.000196856314758355,410,160,570
0.06-28-0.75,0.06,28,0.75,46,148,86,1,0.256493506493506,18.2830917874396,FALSE,0.06-28-0.75,0.2074,0.6512,0.8586,0.234178023414164,-0.192151706907468,0.27243563873602,0.0086139167281867,0.0228346286510723,0.0384,0.0127071104798322,0.000557892824734973,382,188,570
0.18-48-0.3,0.18,48,0.3,93,353,216,1,0.168857142857143,18.528517999065,FALSE,0.18-48-0.3,0.1723,0.7275,0.8998,0.267924919865431,-0.191578814221148,0.384961412277895,0.00732113354119859,0.0167169189913842,0.1118,0.123879958040442,0.000178864468952335,183,389,572
0.12-12-0.7,0.12,12,0.7,24,58,43,1,0.253164556962025,12.6086956521739,FALSE,0.12-12-0.7,0.1327,0.3461,0.4788,0.991006132382064,-0.182202032819801,-0.073971838078753,0.0247836533318455,0.0316797857710689,0.0135,0.00560761241761488,0.00074711584923142,512,61,573
0.16-48-0.65,0.16,48,0.65,91,351,215,1,0.171980111143609,16.5794871794872,FALSE,0.16-48-0.65,0.1626,0.7409,0.9035,0.283518542221655,-0.190215157494993,0.405574768592826,0.00726005936052994,0.0164218168319918,0.1118,0.123879958040442,0.000196856314758355,168,406,574
0.05-36-0.8,0.05,36,0.8,42,149,87,1,0.240506329113924,10.9488966318235,FALSE,0.05-36-0.8,0.1845,0.6367,0.8212,0.296068922747522,-0.192521811031365,0.252032071938137,0.00851670718241492,0.0247500779233819,0.0676,0.0150266655378143,0.00053724075158986,425,150,575
0.16-36-0.65,0.16,36,0.65,69,231,137,1,0.177083333333333,17.3209718670077,FALSE,0.16-36-0.65,0.2183,0.6598,0.8781,0.208203402897608,-0.191068788764409,0.284690068663662,0.00768322700704398,0.019964108789901,0.0676,0.0556721132650875,0.000316202811251682,298,278,576
0.05-56-0.6,0.05,56,0.6,101,357,219,1,0.168626326355033,22.5840594059406,FALSE,0.05-56-0.6,0.1692,0.7458,0.915,0.271219905913662,-0.191203896036936,0.413173236655911,0.00659323967750229,0.0149398029696655,0.1292,0.0417359333423802,0.000316202811251682,114,463,577
0.07-60-0,0.07,60,0,114,446,276,1,0.163247100802855,26.195699425555,FALSE,0.07-60-0,0.146,0.7668,0.9128,0.312335532802808,-0.186518137882917,0.446100156787703,0.00708267264344936,0.01520795317241,0.1535,0.111941181489358,0.000203411216627426,125,454,579
0.08-56-0.85,0.08,56,0.85,54,245,146,1,0.259671179883946,10.1589797344514,FALSE,0.08-56-0.85,0.1773,0.7009,0.8782,0.267099934726434,-0.192066412943208,0.344778180462362,0.00919897586679042,0.0197642542792461,0.1256,0.111941181489358,0.000220801774389674,297,283,580
0.12-52-0.85,0.12,52,0.85,48,208,120,1,0.269279393173198,10.050975177305,FALSE,0.12-52-0.85,0.1614,0.7227,0.8841,0.29072287403113,-0.190006916616908,0.377637330684855,0.00837078657417665,0.0189617763565441,0.1256,0.111941181489358,0.000182257366699575,269,312,581
0.16-48-0.8,0.16,48,0.8,64,273,167,1,0.217993079584775,11.4122023809524,FALSE,0.16-48-0.8,0.1687,0.7035,0.8722,0.283692290918002,-0.191138133204021,0.348661957174516,0.00857441877235603,0.0205897299965419,0.1118,0.123879958040442,0.000196856314758355,330,252,582
0.06-24-0.7,0.06,24,0.7,37,115,78,1,0.265602322206096,16.0135135135135,FALSE,0.06-24-0.7,0.1497,0.5423,0.692,0.515133320587445,-0.187498474947936,0.127636777487204,0.0136980513023892,0.0262051205667477,0.0269,0.00972842056057589,0.000638995906568805,460,123,583
0.09-36-0.8,0.09,36,0.8,47,169,96,1,0.24032403240324,9.31128584643848,FALSE,0.09-36-0.8,0.197,0.6806,0.8776,0.237691331186602,-0.192651103907862,0.314789303966956,0.00909173668145382,0.0199297521079246,0.0676,0.0276536229926187,0.000362295738952264,303,280,583
0.16-60-0.4,0.16,60,0.4,112,447,270,1,0.168387096774194,20.6856499356499,FALSE,0.16-60-0.4,0.1539,0.7308,0.8847,0.303474842238551,-0.188500578767365,0.390015102238237,0.00729023192833378,0.0185389513358431,0.1535,0.337953943776204,0.000137359978969532,266,318,584
0.16-48-0.7,0.16,48,0.7,86,341,208,1,0.17711503347535,14.5823529411765,FALSE,0.16-48-0.7,0.1645,0.7338,0.8983,0.281264909483836,-0.190526785963598,0.394622298682801,0.00749729879704292,0.0166321782596743,0.1118,0.123879958040442,0.000196856314758355,192,392,584
0.09-52-0.4,0.09,52,0.4,100,404,247,1,0.1730482347091,20.0742424242424,FALSE,0.09-52-0.4,0.1604,0.7411,0.9015,0.287649842417716,-0.189826569947397,0.40588427723356,0.00741881903373533,0.0162381170395548,0.1257,0.111941181489358,0.000220801774389674,173,411,584
0.18-48-0,0.18,48,0,94,354,217,1,0.168472063854048,19.5054907343857,FALSE,0.18-48-0,0.1678,0.7409,0.9087,0.273987554393846,-0.191016022700024,0.405574768592826,0.00702589898141685,0.0157232152446535,0.1118,0.123879958040442,0.000178864468952335,145,439,584
0.1-24-0.75,0.1,24,0.75,36,114,71,1,0.275187969924812,12.6452380952381,FALSE,0.1-24-0.75,0.1698,0.5463,0.7161,0.448184079799303,-0.191280861462536,0.132592941073521,0.0115987229623261,0.025441252515744,0.0269,0.0127071104798322,0.000557892824734973,452,135,587
0.06-52-0.8,0.06,52,0.8,64,269,161,1,0.219543147208122,9.55059523809524,FALSE,0.06-52-0.8,0.1756,0.7039,0.8795,0.269217900500231,-0.191916652409526,0.349260315053281,0.00814155495430819,0.0193852821655558,0.1257,0.0556721132650875,0.000316202811251682,292,295,587
0.07-24-0.8,0.07,24,0.8,29,100,67,1,0.320987654320988,10.2278325123153,FALSE,0.07-24-0.8,0.1642,0.4455,0.6097,0.647846956228725,-0.190479046977764,0.0172585935147471,0.0152410649394726,0.0266582421920829,0.0269,0.00972842056057589,0.000636856831064011,475,115,590
0.09-52-0.65,0.09,52,0.65,97,393,240,1,0.176741803278689,19.2207903780069,FALSE,0.09-52-0.65,0.1506,0.753,0.9036,0.304662011986917,-0.187723020282908,0.424396680331335,0.00731942217412023,0.0159095620457943,0.1257,0.111941181489358,0.000220801774389674,166,424,590
0.14-32-0.8,0.14,32,0.8,44,150,85,1,0.259105098855359,10.2024312896406,FALSE,0.14-32-0.8,0.2068,0.6035,0.8103,0.276581665921077,-0.192194950890237,0.206571183342391,0.00994549885724819,0.0243623469519162,0.0539,0.0276536229926187,0.000362295738952264,430,161,591
0.1-20-0.75,0.1,20,0.75,28,81,58,1,0.272727272727273,10.542328042328,FALSE,0.1-20-0.75,0.1641,0.4585,0.6226,0.621732526666293,-0.190463012229207,0.0309500673170773,0.0149041264302589,0.0264222574177608,0.0219,0.00972842056057589,0.000636856831064011,472,121,593
0.1-12-0.75,0.1,12,0.75,21,54,39,1,0.321428571428571,11.0452380952381,FALSE,0.1-12-0.75,0.1207,0.3274,0.4481,1.08690254405597,-0.177165872304599,-0.0881605543475961,0.0246446309037322,0.030353648792587,0.0135,0.00429651972588583,0.00074711584923142,516,78,594
0.1-16-0.65,0.1,16,0.65,28,72,54,1,0.25,12.3902116402116,FALSE,0.1-16-0.65,0.1217,0.3525,0.4742,1.01629713085898,-0.17762956118154,-0.0688808957107701,0.0213832998555354,0.0301825767269998,0.0199,0.00776719590927122,0.000662991475878953,514,80,594
0.06-56-0.8,0.06,56,0.8,69,303,179,1,0.211915804495184,10.5311167945439,FALSE,0.06-56-0.8,0.1657,0.7056,0.8713,0.289053728509001,-0.190712280720791,0.351805870350501,0.00779163152423726,0.0205208365813636,0.1292,0.0572970059694907,0.000284499001936455,340,255,595
0.16-48-0.25,0.16,48,0.25,92,352,216,1,0.170336037079954,17.5514811275681,FALSE,0.16-48-0.25,0.1674,0.7296,0.897,0.27667956881584,-0.190960203434686,0.388175669112521,0.00733247299225912,0.0165205550998894,0.1118,0.123879958040442,0.000196856314758355,198,397,595
0.16-36-0,0.16,36,0,70,232,138,1,0.174572127139364,18.2875776397516,FALSE,0.16-36-0,0.2172,0.6573,0.8745,0.211531534666395,-0.191203229046614,0.281116112590213,0.00792585306595999,0.0198032994586805,0.0676,0.0556721132650875,0.000316202811251682,315,282,597
0.14-12-0.7,0.14,12,0.7,24,60,45,1,0.25,10.9094202898551,FALSE,0.14-12-0.7,0.1132,0.3249,0.4381,1.12342334212675,-0.173419224546202,-0.0899777981763686,0.0263997538299856,0.0299987547783101,0.0135,0.00735584021313352,0.00074711584923142,518,81,599
0.08-16-0.7,0.08,16,0.7,27,72,54,1,0.258928571428571,11.4230769230769,FALSE,0.08-16-0.7,0.1324,0.4154,0.5478,0.822796531171511,-0.182089782301373,-0.0129669216713236,0.0209053422346803,0.0276473429880021,0.0199,0.00735584021313352,0.00074711584923142,494,105,599
0.08-24-0.75,0.08,24,0.75,37,117,72,1,0.266375545851528,13.5630630630631,FALSE,0.08-24-0.75,0.1774,0.6267,0.8041,0.323153264980394,-0.192074713237817,0.238152604562991,0.0102478707293676,0.0242619787079957,0.0269,0.0127071104798322,0.000557892824734973,436,163,599
0.09-56-0.85,0.09,56,0.85,48,215,126,1,0.259940652818991,9.97872340425532,FALSE,0.09-56-0.85,0.1655,0.701,0.8665,0.291866371225627,-0.190681970134215,0.344927378376199,0.00973455809436708,0.0208520030227603,0.1292,0.111941181489358,0.000196856314758355,359,240,599
0.14-48-0,0.14,48,0,94,359,221,1,0.168144123534458,18.2564630519332,FALSE,0.14-48-0,0.1667,0.7323,0.899,0.277397600976783,-0.190860218460866,0.392317164203812,0.00754363097684526,0.0162178054541602,0.1118,0.111941181489358,0.000208702136538085,187,412,599
0.14-36-0.4,0.14,36,0.4,68,217,128,1,0.18046357615894,18.790825285338,FALSE,0.14-36-0.4,0.2012,0.6918,0.893,0.225373992512291,-0.192513929577298,0.331261150816848,0.00848084178919733,0.0168170037162059,0.0676,0.0399285227251932,0.000316202811251682,217,383,600
0.07-60-0.65,0.07,60,0.65,111,440,272,1,0.167624741319844,25.1969696969697,FALSE,0.07-60-0.65,0.1396,0.7694,0.909,0.324551554069825,-0.184599630552542,0.450217158083877,0.00713534540061943,0.0150647299218779,0.1535,0.111941181489358,0.000203411216627426,141,459,600
0.06-24-0.65,0.06,24,0.65,40,120,83,1,0.255845942228336,19.4064102564103,FALSE,0.06-24-0.65,0.1479,0.5484,0.6963,0.510871193068621,-0.187033118987935,0.135206664954725,0.0143986745565634,0.0249237861527961,0.0269,0.00972842056057589,0.000638995906568805,457,146,603
0.09-24-0.5,0.09,24,0.5,40,128,81,1,0.253246753246753,15.2942307692308,FALSE,0.09-24-0.5,0.1799,0.6228,0.8027,0.320979225655461,-0.192263982460797,0.232782723706066,0.0112466716469163,0.0241813578306588,0.0269,0.0127071104798322,0.000557892824734973,438,165,603
0.12-16-0.75,0.12,16,0.75,26,67,49,1,0.256849315068493,11.0661538461538,FALSE,0.12-16-0.75,0.1316,0.3717,0.5033,0.929932828288512,-0.181787120123828,-0.0529190558581349,0.0210556621509303,0.027983775960175,0.0199,0.00735584021313352,0.000662991475878953,508,99,607
0.05-24-0.75,0.05,24,0.75,37,114,77,1,0.274809160305344,16.5608108108108,FALSE,0.05-24-0.75,0.1473,0.5542,0.7015,0.503501880687908,-0.186873145253686,0.142467204106772,0.0139129451074684,0.0247167001331582,0.0269,0.00972842056057589,0.00074711584923142,454,153,607
0.09-56-0.65,0.09,56,0.65,100,411,254,1,0.180014174344437,20.1876767676768,FALSE,0.09-56-0.65,0.1462,0.7412,0.8874,0.316370105800145,-0.186573505257594,0.40603905179502,0.00759697432835712,0.0173511027962205,0.1357,0.123879958040442,0.000196856314758355,248,362,610
0.06-60-0.7,0.06,60,0.7,104,423,264,1,0.176093155893536,24.1180918595967,FALSE,0.06-60-0.7,0.1442,0.7597,0.9039,0.316372351871666,-0.186007457423539,0.43490257207485,0.00717788910537146,0.0153378316803612,0.1535,0.091401801433132,0.000284499001936455,163,448,611
0.06-16-0.75,0.06,16,0.75,26,70,52,1,0.273615635179153,10.4861538461538,FALSE,0.06-16-0.75,0.1312,0.4047,0.5359,0.851866192560148,-0.181633967166179,-0.023193910108797,0.0207252528822785,0.0266750733644696,0.0199,0.00735584021313352,0.00074711584923142,499,114,613
0.1-24-0.45,0.1,24,0.45,41,127,81,1,0.249679897567222,16.2951219512195,FALSE,0.1-24-0.45,0.1748,0.5933,0.7681,0.368240756735783,-0.191840491766072,0.192966526345512,0.0118866207085909,0.0238724387066907,0.0269,0.0127071104798322,0.000557892824734973,444,169,613
0.09-20-0.65,0.09,20,0.65,30,82,64,1,0.251851851851852,12.4494252873563,FALSE,0.09-20-0.65,0.1394,0.3989,0.5383,0.835681044446346,-0.184535017832854,-0.0286197425477771,0.0183817666818894,0.0264964097057188,0.0219,0.00972842056057589,0.000638995906568805,497,118,615
0.2-60-0.35,0.2,60,0.35,115,457,277,1,0.164105716041795,22.6289092295957,FALSE,0.2-60-0.35,0.1667,0.7131,0.8798,0.283520890786072,-0.190860218460866,0.363085022709682,0.00751148104985042,0.0183334776243676,0.1535,0.337953943776204,0.000108830468010684,291,325,616
0.06-60-0.55,0.06,60,0.55,110,435,271,1,0.170742857142857,26.1316096747289,FALSE,0.06-60-0.55,0.149,0.7638,0.9128,0.306794151712264,-0.187320089408632,0.441360727222873,0.0068521083667793,0.0143871219076898,0.1535,0.091401801433132,0.00024362600954037,124,493,617
0.06-24-0.75,0.06,24,0.75,35,111,75,1,0.285024154589372,14.0798319327731,FALSE,0.06-24-0.75,0.1452,0.5386,0.6838,0.535396191210097,-0.18629392489396,0.12307858929609,0.0132211467811753,0.0244897995916845,0.0269,0.00972842056057589,0.000638995906568805,462,156,618
0.18-36-0.75,0.18,36,0.75,61,217,128,1,0.192134831460674,14.8426229508197,FALSE,0.18-36-0.75,0.2114,0.641,0.8524,0.233205286845499,-0.191819294987268,0.258048676566797,0.00776239274114918,0.0216844002163653,0.0676,0.0556721132650875,0.000284499001936455,402,219,621
0.06-52-0.75,0.06,52,0.75,84,329,201,1,0.18921568627451,13.6653757888698,FALSE,0.06-52-0.75,0.1632,0.7335,0.8967,0.283841061946303,-0.190315952793219,0.394161026287774,0.00707083099814887,0.0159390176581359,0.1257,0.0556721132650875,0.000316202811251682,201,421,622
0.07-24-0.75,0.07,24,0.75,36,114,74,1,0.270998415213946,14.1190476190476,FALSE,0.07-24-0.75,0.1674,0.6097,0.7771,0.368008918382279,-0.190960203434686,0.214925111850195,0.0119965313874193,0.0233279489917966,0.0269,0.00972842056057589,0.000636856831064011,443,180,623
0.05-16-0.75,0.05,16,0.75,25,66,50,1,0.26530612244898,10.4633333333333,FALSE,0.05-16-0.75,0.138,0.4144,0.5524,0.804913436979943,-0.184074671188183,-0.0139345015380192,0.0203941468558603,0.0256070124827729,0.0199,0.00735584021313352,0.000875871191293731,493,132,625
0.12-52-0.65,0.12,52,0.65,96,392,242,1,0.178298397040691,17.2787280701754,FALSE,0.12-52-0.65,0.1494,0.743,0.8924,0.309119081486381,-0.18742242569894,0.408827299209259,0.0073845325157442,0.0164648341774829,0.1257,0.123879958040442,0.000182257366699575,222,403,625
0.07-24-0.65,0.07,24,0.65,39,121,80,1,0.251748251748252,16.9892037786775,FALSE,0.07-24-0.65,0.1733,0.6078,0.7811,0.354576653800959,-0.191687808874246,0.21235830713538,0.0123589646490363,0.0229224373786767,0.0269,0.00972842056057589,0.000636856831064011,442,184,626
0.08-24-0.55,0.08,24,0.55,41,129,81,1,0.24746192893401,16.2634146341463,FALSE,0.08-24-0.55,0.1819,0.643,0.8249,0.296468559533687,-0.192390360090154,0.260856937528247,0.0104410733458108,0.0221660220004452,0.0269,0.0127071104798322,0.000557892824734973,421,205,626
0.12-60-0.8,0.12,60,0.8,77,345,209,1,0.205491585473871,10.5681818181818,FALSE,0.12-60-0.8,0.1484,0.7232,0.8716,0.318596414771711,-0.187164570645253,0.37839877199733,0.00871681639574074,0.0194899796410708,0.1481,0.245109150495321,0.000146509481060536,337,290,627
0.12-16-0,0.12,16,0,29,71,53,1,0.225433526011561,13.85960591133,FALSE,0.12-16-0,0.1314,0.3772,0.5086,0.917067892692594,-0.181710695852064,-0.0481616005476,0.0216029308540064,0.026142010175902,0.0199,0.0086119241045093,0.000662991475878953,505,124,629
0.06-60-0.5,0.06,60,0.5,111,439,275,1,0.169464609800363,27.1040131040131,FALSE,0.06-60-0.5,0.1431,0.7654,0.9085,0.317961838989304,-0.185684331574489,0.44388695957521,0.00684740771115938,0.0145699587386054,0.1535,0.091401801433132,0.00024362600954037,147,485,632
0.12-56-0.85,0.12,56,0.85,52,228,132,1,0.257668711656442,11.0614630467572,FALSE,0.12-56-0.85,0.1518,0.7194,0.8712,0.312766054886246,-0.188014053012705,0.372620505052345,0.00834699747260822,0.0194516979125414,0.1292,0.15657789705884,0.000172552340771301,341,292,633
0.07-24-0,0.07,24,0,41,123,82,1,0.238726790450928,18.9414634146341,FALSE,0.07-24-0,0.1605,0.5845,0.745,0.419422922245158,-0.189844884523666,0.181369977274397,0.0128576755243437,0.0228405705246435,0.0269,0.00972842056057589,0.000636856831064011,447,187,634
0.07-24-0.6,0.07,24,0.6,40,122,81,1,0.245231607629428,17.9647435897436,FALSE,0.07-24-0.6,0.1679,0.5986,0.7665,0.380237233577111,-0.191029828440566,0.200013915446646,0.0125070514152241,0.0227021626375185,0.0269,0.00972842056057589,0.000636856831064011,445,190,635
0.14-36-0.8,0.14,36,0.8,48,171,98,1,0.237573715248526,10.2163120567376,FALSE,0.14-36-0.8,0.1902,0.6331,0.8233,0.286027425979441,-0.19268248354249,0.247017240445504,0.00966469108983989,0.0218417393574331,0.0676,0.0399285227251932,0.000316202811251682,423,218,641
