circuit.idx,flexibility
0.14-16-0.8,0.0681813310480691
0.14-20-0.8,0.0723799956776868
0.14-20-0.75,0.0305313972168766
0.14-24-0.75,0.028739556151894
0.14-24-0.7,0.0310032413718228
0.14-28-0.8,0.0267287482835841
0.14-28-0,0.0247170638724436
0.14-32-0.8,0.0243623469519162
0.14-32-0.7,0.0244461470506678
0.14-36-0.8,0.0218417393574331
0.14-36-0.7,0.0228434029951617
0.14-36-0.4,0.0168170037162059
0.14-36-0,0.0203059989293335
0.14-40-0.8,0.0238369996079583
0.14-40-0.75,0.0205409679256698
0.14-40-0.7,0.0201947839348343
0.14-44-0.75,0.0193025824624139
0.14-44-0.7,0.0171271976002886
0.14-48-0.8,0.0194929313812896
0.14-48-0.75,0.0144978371556983
0.14-48-0.7,0.0174110128688549
0.14-48-0.65,0.0201954286029172
0.14-48-0,0.0162178054541602
0.14-52-0.85,0.0280687456882288
0.14-52-0.8,0.0177923580614566
0.14-52-0.75,0.0158831234786441
0.14-52-0.7,0.0156177950549226
0.14-52-0.65,0.0157656864690594
0.14-52-0.25,0.0149419332948487
0.14-56-0.85,0.0191569575661475
0.14-56-0.8,0.0146169563719058
0.14-56-0.75,0.0130450714684477
0.14-56-0.7,0.0163960321569357
0.14-56-0.65,0.0142162305674127
0.14-56-0,0.0131307603025505
0.14-60-0.85,0.0254424327849512
0.14-60-0.75,0.0177726030865532
0.14-60-0.7,0.0154283984754417
0.14-60-0.65,0.0144525095807259
0.14-60-0.25,0.0145770588616037
0.16-4-0.85,0.232846427651973
0.16-8-0.7,0.116630660154337
0.16-12-0.8,0.0893463488853894
0.16-16-0.8,0.069699586199405
0.16-16-0.75,0.0584265570095998
0.16-20-0.7,0.0357140927128862
0.16-20-0.4,0.0313678884133881
0.16-24-0.85,0.0536867370568881
0.16-24-0.8,0.0345510863055604
0.16-24-0.75,0.0310908214535377
0.16-28-0.85,0.0485613499884484
0.16-28-0.75,0.0264525682692309
0.16-32-0.8,0.0268977395304146
0.16-32-0.4,0.0210415047239375
0.16-32-0,0.0190694861399656
0.16-36-0.85,0.0325066721289932
0.16-36-0.8,0.0422352047086198
0.16-36-0.7,0.0245740543972227
0.16-36-0.65,0.019964108789901
0.16-36-0,0.0198032994586805
0.16-40-0.85,0.031265576267051
0.16-40-0.8,0.0223159711233296
0.16-40-0.65,0.0199585112803129
0.16-44-0.85,0.0279385602828139
0.16-44-0.8,0.0234992003087864
0.16-44-0.75,0.0167800862130715
0.16-44-0.7,0.0171334660966836
0.16-48-0.85,0.0243995420942679
0.16-48-0.8,0.0205897299965419
0.16-48-0.7,0.0166321782596743
0.16-48-0.65,0.0164218168319918
0.16-48-0.25,0.0165205550998894
0.16-52-0.85,0.0329857438126636
0.16-52-0.8,0.0169541602433247
0.16-52-0.75,0.0152221991311161
0.16-52-0.7,0.0171710822640425
0.16-52-0.65,0.0159776425828123
0.16-52-0.25,0.0137244216148566
0.16-56-0.85,0.0215496470295479
0.16-56-0.75,0.0141892787020615
0.16-56-0,0.0149773144844556
0.16-60-0.85,0.0251581072594693
0.16-60-0.8,0.0167937451367691
0.16-60-0.7,0.0153320486555948
0.16-60-0.65,0.0142656768762915
0.16-60-0.4,0.0185389513358431
0.18-12-0.8,0.084682491756479
0.18-16-0.8,0.083351108898326
0.18-16-0.75,0.0545220705083087
0.18-20-0.8,0.0442703051209965
0.18-20-0.4,0.0317256846489211
0.18-20-0,0.0296871182839662
0.18-24-0.8,0.0424631846821119
0.18-24-0.7,0.0286409237118551
0.18-24-0,0.0282970802405267
0.18-28-0.8,0.0289474409770793
0.18-28-0.75,0.0226994152757887
0.18-32-0.8,0.0257662824853258
0.18-36-0.8,0.037480030451901
0.18-36-0.75,0.0216844002163653
0.18-36-0,0.0220666735488893
0.18-40-0.8,0.0257932752468677
0.18-40-0.7,0.0191523539155284
0.18-40-0.65,0.0188320446690215
0.18-40-0,0.0214651520276063
0.18-44-0.8,0.022350127740081
0.18-44-0.7,0.0166394802655772
0.18-44-0.65,0.0208223851486943
0.18-48-0.85,0.0366459673255336
0.18-48-0.8,0.0189802471218339
0.18-48-0.7,0.0146360138998508
0.18-48-0.65,0.017385386344466
0.18-48-0.3,0.0167169189913842
0.18-48-0,0.0157232152446535
0.18-52-0.85,0.0247970514339522
0.18-52-0.8,0.0171580503098591
0.18-52-0.75,0.0158067790881344
0.18-52-0.7,0.0152886387212876
0.18-52-0.3,0.0191427102237754
0.18-56-0.8,0.0147092206552498
0.18-56-0.75,0.0158635428773074
0.18-60-0.85,0.0257914301013699
0.18-60-0.8,0.0158378760426928
0.18-60-0.75,0.0172453082226096
0.18-60-0.7,0.0159010358468134
0.18-60-0.65,0.0151017004667003
0.18-60-0,0.0151061196048152
0.2-8-0,0.094979636068037
0.2-12-0.8,0.104729861448335
0.2-12-0.75,0.0693965893216698
0.2-12-0.7,0.0567997143239345
0.2-16-0.8,0.0742688958331812
0.2-16-0.7,0.035055017416229
0.2-16-0,0.0304711007548634
0.2-20-0.8,0.0426349515363085
0.2-20-0.7,0.0352144206214004
0.2-24-0.8,0.0358078794603272
0.2-24-0.75,0.0279502452845043
0.2-24-0.7,0.030386132654508
0.2-28-0.8,0.0315997407320349
0.2-28-0.75,0.0263251685722155
0.2-28-0.7,0.020633360270138
0.2-28-0.4,0.0209924175124063
0.2-32-0.8,0.0280945075395094
0.2-32-0.7,0.0231180651417411
0.2-32-0,0.0233428804567715
0.2-36-0.8,0.0401290076289072
0.2-36-0.65,0.0206707842652304
0.2-40-0.8,0.0250979630555744
0.2-40-0.75,0.020759862136126
0.2-40-0.7,0.0201494556468722
0.2-44-0.85,0.0264819603771414
0.2-44-0.7,0.0195111459501116
0.2-48-0.85,0.0383172866513681
0.2-48-0.8,0.0177857705602993
0.2-48-0.75,0.0170541332112204
0.2-48-0.7,0.0164683866704812
0.2-52-0.8,0.014750083168354
0.2-52-0.75,0.0159114483923107
0.2-52-0.7,0.0146233307066756
0.2-56-0.85,0.0248174949584187
0.2-56-0.8,0.0171501655565413
0.2-56-0.75,0.0151422216311042
0.2-56-0.7,0.0177665444761161
0.2-56-0.65,0.017046478015844
0.2-56-0.3,0.0128171348213885
0.2-56-0,0.0141982448569892
0.2-60-0.85,0.0264969193554126
0.2-60-0.8,0.0143899552190907
0.2-60-0.75,0.0171328313171933
0.2-60-0.7,0.0132320095271526
0.2-60-0.65,0.01425975143205
0.2-60-0.4,0.0164281719471143
0.2-60-0.35,0.0183334776243676
0.2-60-0.1,0.0140744524981264
